dataset_id,dataset_path,representation,n_cells,input_dim,latent_dim,recon_mse,n_robust_features,top_feature_id,top_abs_donor_age_spearman,top_feature_donor_perm_p,top_feature_celltype_eta2
aida_phase1_v2,/Volumes/Crucial X6/MacBook/biomechinterp/biodyn-work/subproject_51_longevity_age_mechinterp/implementation/data_downloads/raw/aida_phase1_v2.h5ad,geneformer_contextual,700,1152,1024,0.277109831571579,40,931,0.2302584865253747,0.047619047619047616,0.1420148149240559
aida_phase1_v1,/Volumes/Crucial X6/MacBook/biomechinterp/biodyn-work/subproject_51_longevity_age_mechinterp/implementation/data_downloads/raw/aida_phase1_v1.h5ad,geneformer_contextual,700,1152,1024,0.2793889045715332,1,781,0.17553154584219996,0.047619047619047616,0.4514738089045258
